word,word_normalized,length,char_counts
سرد,سرد,3,"{""س"": 1, ""ر"": 1, ""د"": 1}"
راس,راس,3,"{""ر"": 1, ""ا"": 1, ""س"": 1}"
درسا,درسا,4,"{""د"": 1, ""ر"": 1, ""س"": 1, ""ا"": 1}"
سراسر,سراسر,5,"{""س"": 2, ""ر"": 2, ""ا"": 1}"
سردار,سردار,5,"{""س"": 1, ""ر"": 2, ""د"": 1, ""ا"": 1}"
سرسرا,سرسرا,5,"{""س"": 2, ""ر"": 2, ""ا"": 1}"
رها,رها,3,"{""ر"": 1, ""ه"": 1, ""ا"": 1}"
فرد,فرد,3,"{""ف"": 1, ""ر"": 1, ""د"": 1}"
دار,دار,3,"{""د"": 1, ""ا"": 1, ""ر"": 1}"
رده,رده,3,"{""ر"": 1, ""د"": 1, ""ه"": 1}"
طرف,طرف,3,"{""ط"": 1, ""ر"": 1, ""ف"": 1}"
طرد,طرد,3,"{""ط"": 1, ""ر"": 1, ""د"": 1}"
طفره,طفره,4,"{""ط"": 1, ""ف"": 1, ""ر"": 1, ""ه"": 1}"
آهار,اهار,4,"{""ا"": 2, ""ه"": 1, ""ر"": 1}"
طاهر,طاهر,4,"{""ط"": 1, ""ا"": 1, ""ه"": 1, ""ر"": 1}"
افطار,افطار,5,"{""ا"": 2, ""ف"": 1, ""ط"": 1, ""ر"": 1}"
افراط,افراط,5,"{""ا"": 2, ""ف"": 1, ""ر"": 1, ""ط"": 1}"
اطراف,اطراف,5,"{""ا"": 2, ""ط"": 1, ""ر"": 1, ""ف"": 1}"
رام,رام,3,"{""ر"": 1, ""ا"": 1, ""م"": 1}"
حریم,حریم,4,"{""ح"": 1, ""ر"": 1, ""ی"": 1, ""م"": 1}"
حاجی,حاجی,4,"{""ح"": 1, ""ا"": 1, ""ج"": 1, ""ی"": 1}"
حامی,حامی,4,"{""ح"": 1, ""ا"": 1, ""م"": 1, ""ی"": 1}"
گیر,گیر,3,"{""گ"": 1, ""ی"": 1, ""ر"": 1}"
گرجی,گرجی,4,"{""گ"": 1, ""ر"": 1, ""ج"": 1, ""ی"": 1}"
اجیر,اجیر,4,"{""ا"": 1, ""ج"": 1, ""ی"": 1, ""ر"": 1}"
جوار,جوار,4,"{""ج"": 1, ""و"": 1, ""ا"": 1, ""ر"": 1}"
گویا,گویا,4,"{""گ"": 1, ""و"": 1, ""ی"": 1, ""ا"": 1}"
جگوار,جگوار,5,"{""ج"": 1, ""گ"": 1, ""و"": 1, ""ا"": 1, ""ر"": 1}"
واگیر,واگیر,5,"{""و"": 1, ""ا"": 1, ""گ"": 1, ""ی"": 1, ""ر"": 1}"
آوا,اوا,3,"{""ا"": 2, ""و"": 1}"
انس,انس,3,"{""ا"": 1, ""ن"": 1, ""س"": 1}"
سهو,سهو,3,"{""س"": 1, ""ه"": 1, ""و"": 1}"
نوا,نوا,3,"{""ن"": 1, ""و"": 1, ""ا"": 1}"
هوس,هوس,3,"{""ه"": 1, ""و"": 1, ""س"": 1}"
اسوه,اسوه,4,"{""ا"": 1, ""س"": 1, ""و"": 1, ""ه"": 1}"
اونس,اونس,4,"{""ا"": 1, ""و"": 1, ""ن"": 1, ""س"": 1}"
هاون,هاون,4,"{""ه"": 1, ""ا"": 1, ""و"": 1, ""ن"": 1}"
خشنود,خشنود,5,"{""خ"": 1, ""ش"": 1, ""ن"": 1, ""و"": 1, ""د"": 1}"
شیون,شیون,4,"{""ش"": 1, ""ی"": 1, ""و"": 1, ""ن"": 1}"
نظم,نظم,3,"{""ن"": 1, ""ظ"": 1, ""م"": 1}"
بها,بها,3,"{""ب"": 1, ""ه"": 1, ""ا"": 1}"
نظر,نظر,3,"{""ن"": 1, ""ظ"": 1, ""ر"": 1}"
نظام,نظام,4,"{""ن"": 1, ""ظ"": 1, ""ا"": 1, ""م"": 1}"
ناظم,ناظم,4,"{""ن"": 1, ""ا"": 1, ""ظ"": 1, ""م"": 1}"
مظهر,مظهر,4,"{""م"": 1, ""ظ"": 1, ""ه"": 1, ""ر"": 1}"
منظره,منظره,5,"{""م"": 1, ""ن"": 1, ""ظ"": 1, ""ر"": 1, ""ه"": 1}"
رهنما,رهنما,5,"{""ر"": 1, ""ه"": 1, ""ن"": 1, ""م"": 1, ""ا"": 1}"
بهرام,بهرام,5,"{""ب"": 1, ""ه"": 1, ""ر"": 1, ""ا"": 1, ""م"": 1}"
مناظره,مناظره,6,"{""م"": 1, ""ن"": 1, ""ا"": 1, ""ظ"": 1, ""ر"": 1, ""ه"": 1}"
صفر,صفر,3,"{""ص"": 1, ""ف"": 1, ""ر"": 1}"
فقر,فقر,3,"{""ف"": 1, ""ق"": 1, ""ر"": 1}"
صراف,صراف,4,"{""ص"": 1, ""ر"": 1, ""ا"": 1, ""ف"": 1}"
صفرا,صفرا,4,"{""ص"": 1, ""ف"": 1, ""ر"": 1, ""ا"": 1}"
قزل,قزل,3,"{""ق"": 1, ""ز"": 1, ""ل"": 1}"
رزق,رزق,3,"{""ر"": 1, ""ز"": 1, ""ق"": 1}"
زگیل,زگیل,4,"{""ز"": 1, ""گ"": 1, ""ی"": 1, ""ل"": 1}"
ریمل,ریمل,4,"{""ر"": 1, ""ی"": 1, ""م"": 1, ""ل"": 1}"
قمری,قمری,4,"{""ق"": 1, ""م"": 1, ""ر"": 1, ""ی"": 1}"
یواش,یواش,4,"{""ی"": 1, ""و"": 1, ""ا"": 1, ""ش"": 1}"
یکان,یکان,4,"{""ی"": 1, ""ک"": 1, ""ا"": 1, ""ن"": 1}"
نوکیا,نوکیا,5,"{""ن"": 1, ""و"": 1, ""ک"": 1, ""ی"": 1, ""ا"": 1}"
نواحی,نواحی,5,"{""ن"": 1, ""و"": 1, ""ا"": 1, ""ح"": 1, ""ی"": 1}"
حواشی,حواشی,5,"{""ح"": 1, ""و"": 1, ""ا"": 1, ""ش"": 1, ""ی"": 1}"
شوک,شوک,3,"{""ش"": 1, ""و"": 1, ""ک"": 1}"
واکنش,واکنش,5,"{""و"": 1, ""ا"": 1, ""ک"": 1, ""ن"": 1, ""ش"": 1}"
تلف,تلف,3,"{""ت"": 1, ""ل"": 1, ""ف"": 1}"
ایفل,ایفل,4,"{""ا"": 1, ""ی"": 1, ""ف"": 1, ""ل"": 1}"
دریل,دریل,4,"{""د"": 1, ""ر"": 1, ""ی"": 1, ""ل"": 1}"
فلات,فلات,4,"{""ف"": 1, ""ل"": 1, ""ا"": 1, ""ت"": 1}"
درایت,درایت,5,"{""د"": 1, ""ر"": 1, ""ا"": 1, ""ی"": 1, ""ت"": 1}"
فیلتر,فیلتر,5,"{""ف"": 1, ""ی"": 1, ""ل"": 1, ""ت"": 1, ""ر"": 1}"
خبری,خبری,4,"{""خ"": 1, ""ب"": 1, ""ر"": 1, ""ی"": 1}"
خیر,خیر,3,"{""خ"": 1, ""ی"": 1, ""ر"": 1}"
بیخ,بیخ,3,"{""ب"": 1, ""ی"": 1, ""خ"": 1}"
خیبر,خیبر,4,"{""خ"": 1, ""ی"": 1, ""ب"": 1, ""ر"": 1}"
بشیر,بشیر,4,"{""ب"": 1, ""ش"": 1, ""ی"": 1, ""ر"": 1}"
بور,بور,3,"{""ب"": 1, ""و"": 1, ""ر"": 1}"
بیوک,بیوک,4,"{""ب"": 1, ""ی"": 1, ""و"": 1, ""ک"": 1}"
توکر,توکر,4,"{""ت"": 1, ""و"": 1, ""ک"": 1, ""ر"": 1}"
نوبر,نوبر,4,"{""ن"": 1, ""و"": 1, ""ب"": 1, ""ر"": 1}"
زیور,زیور,4,"{""ز"": 1, ""ی"": 1, ""و"": 1, ""ر"": 1}"
بود,بود,3,"{""ب"": 1, ""و"": 1, ""د"": 1}"
ایوب,ایوب,4,"{""ا"": 1, ""ی"": 1, ""و"": 1, ""ب"": 1}"
دوات,دوات,4,"{""د"": 1, ""و"": 1, ""ا"": 1, ""ت"": 1}"
بیسواد,بیسواد,6,"{""ب"": 1, ""ی"": 1, ""س"": 1, ""و"": 1, ""ا"": 1, ""د"": 1}"
یبوست,یبوست,5,"{""ی"": 1, ""ب"": 1, ""و"": 1, ""س"": 1, ""ت"": 1}"
دویست,دویست,5,"{""د"": 1, ""و"": 1, ""ی"": 1, ""س"": 1, ""ت"": 1}"
نسیه,نسیه,4,"{""ن"": 1, ""س"": 1, ""ی"": 1, ""ه"": 1}"
هستی,هستی,4,"{""ه"": 1, ""س"": 1, ""ت"": 1, ""ی"": 1}"
هدایت,هدایت,5,"{""ه"": 1, ""د"": 1, ""ا"": 1, ""ی"": 1, ""ت"": 1}"
همیار,همیار,5,"{""ه"": 1, ""م"": 1, ""ی"": 1, ""ا"": 1, ""ر"": 1}"
مهار,مهار,4,"{""م"": 1, ""ه"": 1, ""ا"": 1, ""ر"": 1}"
ملایر,ملایر,5,"{""م"": 1, ""ل"": 1, ""ا"": 1, ""ی"": 1, ""ر"": 1}"
فحش,فحش,3,"{""ف"": 1, ""ح"": 1, ""ش"": 1}"
فتوا,فتوا,4,"{""ف"": 1, ""ت"": 1, ""و"": 1, ""ا"": 1}"
شوکت,شوکت,4,"{""ش"": 1, ""و"": 1, ""ک"": 1, ""ت"": 1}"
وفات,وفات,4,"{""و"": 1, ""ف"": 1, ""ا"": 1, ""ت"": 1}"
شکوفا,شکوفا,5,"{""ش"": 1, ""ک"": 1, ""و"": 1, ""ف"": 1, ""ا"": 1}"
دخل,دخل,3,"{""د"": 1, ""خ"": 1, ""ل"": 1}"
دهل,دهل,3,"{""د"": 1, ""ه"": 1, ""ل"": 1}"
رودل,رودل,4,"{""ر"": 1, ""و"": 1, ""د"": 1, ""ل"": 1}"
خوره,خوره,4,"{""خ"": 1, ""و"": 1, ""ر"": 1, ""ه"": 1}"
خردل,خردل,4,"{""خ"": 1, ""ر"": 1, ""د"": 1, ""ل"": 1}"
لودر,لودر,4,"{""ل"": 1, ""و"": 1, ""د"": 1, ""ر"": 1}"
دورگه,دورگه,5,"{""د"": 1, ""و"": 1, ""ر"": 1, ""گ"": 1, ""ه"": 1}"
دلخور,دلخور,5,"{""د"": 1, ""ل"": 1, ""خ"": 1, ""و"": 1, ""ر"": 1}"
ولگرد,ولگرد,5,"{""و"": 1, ""ل"": 1, ""گ"": 1, ""ر"": 1, ""د"": 1}"
سمج,سمج,3,"{""س"": 1, ""م"": 1, ""ج"": 1}"
مسرت,مسرت,4,"{""م"": 1, ""س"": 1, ""ر"": 1, ""ت"": 1}"
مرجع,مرجع,4,"{""م"": 1, ""ر"": 1, ""ج"": 1, ""ع"": 1}"
جرات,جرات,4,"{""ج"": 1, ""ر"": 1, ""ا"": 1, ""ت"": 1}"
جسارت,جسارت,5,"{""ج"": 1, ""س"": 1, ""ا"": 1, ""ر"": 1, ""ت"": 1}"
عمارت,عمارت,5,"{""ع"": 1, ""م"": 1, ""ا"": 1, ""ر"": 1, ""ت"": 1}"
معراج,معراج,5,"{""م"": 1, ""ع"": 1, ""ر"": 1, ""ا"": 1, ""ج"": 1}"
مستاجر,مستاجر,6,"{""م"": 1, ""س"": 1, ""ت"": 1, ""ا"": 1, ""ج"": 1, ""ر"": 1}"
فلک,فلک,3,"{""ف"": 1, ""ل"": 1, ""ک"": 1}"
مفت,مفت,3,"{""م"": 1, ""ف"": 1, ""ت"": 1}"
کلاف,کلاف,4,"{""ک"": 1, ""ل"": 1, ""ا"": 1, ""ف"": 1}"
لحاف,لحاف,4,"{""ل"": 1, ""ح"": 1, ""ا"": 1, ""ف"": 1}"
حالت,حالت,4,"{""ح"": 1, ""ا"": 1, ""ل"": 1, ""ت"": 1}"
تکلم,تکلم,4,"{""ت"": 1, ""ک"": 1, ""ل"": 1, ""م"": 1}"
تکامل,تکامل,5,"{""ت"": 1, ""ک"": 1, ""ا"": 1, ""م"": 1, ""ل"": 1}"
اذن,اذن,3,"{""ا"": 1, ""ذ"": 1, ""ن"": 1}"
ذکر,ذکر,3,"{""ذ"": 1, ""ک"": 1, ""ر"": 1}"
ریا,ریا,3,"{""ر"": 1, ""ی"": 1, ""ا"": 1}"
کیپ,کیپ,3,"{""ک"": 1, ""ی"": 1, ""پ"": 1}"
کیان,کیان,4,"{""ک"": 1, ""ی"": 1, ""ا"": 1, ""ن"": 1}"
پیکار,پیکار,5,"{""پ"": 1, ""ی"": 1, ""ک"": 1, ""ا"": 1, ""ر"": 1}"
راکد,راکد,4,"{""ر"": 1, ""ا"": 1, ""ک"": 1, ""د"": 1}"
قید,قید,3,"{""ق"": 1, ""ی"": 1, ""د"": 1}"
شقه,شقه,3,"{""ش"": 1, ""ق"": 1, ""ه"": 1}"
یراق,یراق,4,"{""ی"": 1, ""ر"": 1, ""ا"": 1, ""ق"": 1}"
قاری,قاری,4,"{""ق"": 1, ""ا"": 1, ""ر"": 1, ""ی"": 1}"
قدیر,قدیر,4,"{""ق"": 1, ""د"": 1, ""ی"": 1, ""ر"": 1}"
قادر,قادر,4,"{""ق"": 1, ""ا"": 1, ""د"": 1, ""ر"": 1}"
داریه,داریه,5,"{""د"": 1, ""ا"": 1, ""ر"": 1, ""ی"": 1, ""ه"": 1}"
تحقق,تحقق,4,"{""ت"": 1, ""ح"": 1, ""ق"": 2}"
وقیح,وقیح,4,"{""و"": 1, ""ق"": 1, ""ی"": 1, ""ح"": 1}"
رقیق,رقیق,4,"{""ر"": 1, ""ق"": 2, ""ی"": 1}"
حقیر,حقیر,4,"{""ح"": 1, ""ق"": 1, ""ی"": 1, ""ر"": 1}"
حریق,حریق,4,"{""ح"": 1, ""ر"": 1, ""ی"": 1, ""ق"": 1}"
حوری,حوری,4,"{""ح"": 1, ""و"": 1, ""ر"": 1, ""ی"": 1}"
حیرت,حیرت,4,"{""ح"": 1, ""ی"": 1, ""ر"": 1, ""ت"": 1}"
حقوق,حقوق,4,"{""ح"": 1, ""ق"": 2, ""و"": 1}"
تحقیر,تحقیر,5,"{""ت"": 1, ""ح"": 1, ""ق"": 1, ""ی"": 1, ""ر"": 1}"
تحقیق,تحقیق,5,"{""ت"": 1, ""ح"": 1, ""ق"": 2, ""ی"": 1}"
حقیقت,حقیقت,5,"{""ح"": 1, ""ق"": 2, ""ی"": 1, ""ت"": 1}"
باب,باب,3,"{""ب"": 2, ""ا"": 1}"
حاد,حاد,3,"{""ح"": 1, ""ا"": 1, ""د"": 1}"
حسد,حسد,3,"{""ح"": 1, ""س"": 1, ""د"": 1}"
حباب,حباب,4,"{""ح"": 1, ""ب"": 2, ""ا"": 1}"
نهر,نهر,3,"{""ن"": 1, ""ه"": 1, ""ر"": 1}"
پهن,پهن,3,"{""پ"": 1, ""ه"": 1, ""ن"": 1}"
غرفه,غرفه,4,"{""غ"": 1, ""ر"": 1, ""ف"": 1, ""ه"": 1}"
غفور,غفور,4,"{""غ"": 1, ""ف"": 1, ""و"": 1, ""ر"": 1}"
فروغ,فروغ,4,"{""ف"": 1, ""ر"": 1, ""و"": 1, ""غ"": 1}"
فرغون,فرغون,5,"{""ف"": 1, ""ر"": 1, ""غ"": 1, ""و"": 1, ""ن"": 1}"
گلپر,گلپر,4,"{""گ"": 1, ""ل"": 1, ""پ"": 1, ""ر"": 1}"
تلنگر,تلنگر,5,"{""ت"": 1, ""ل"": 1, ""ن"": 1, ""گ"": 1, ""ر"": 1}"
تعهد,تعهد,4,"{""ت"": 1, ""ع"": 1, ""ه"": 1, ""د"": 1}"
عده,عده,3,"{""ع"": 1, ""د"": 1, ""ه"": 1}"
باده,باده,4,"{""ب"": 1, ""ا"": 1, ""د"": 1, ""ه"": 1}"
عهده,عهده,4,"{""ع"": 1, ""ه"": 2, ""د"": 1}"
مبدا,مبدا,4,"{""م"": 1, ""ب"": 1, ""د"": 1, ""ا"": 1}"
تابع,تابع,4,"{""ت"": 1, ""ا"": 1, ""ب"": 1, ""ع"": 1}"
بدعت,بدعت,4,"{""ب"": 1, ""د"": 1, ""ع"": 1, ""ت"": 1}"
همتا,همتا,4,"{""ه"": 1, ""م"": 1, ""ت"": 1, ""ا"": 1}"
عمدهحل,عمدهحل,6,"{""ع"": 1, ""م"": 1, ""د"": 1, ""ه"": 1, ""ح"": 1, ""ل"": 1}"
سنخ,سنخ,3,"{""س"": 1, ""ن"": 1, ""خ"": 1}"
سنجش,سنجش,4,"{""س"": 1, ""ن"": 1, ""ج"": 1, ""ش"": 1}"
پلید,پلید,4,"{""پ"": 1, ""ل"": 1, ""ی"": 1, ""د"": 1}"
پیامد,پیامد,5,"{""پ"": 1, ""ی"": 1, ""ا"": 1, ""م"": 1, ""د"": 1}"
دیپلمات,دیپلمات,7,"{""د"": 1, ""ی"": 1, ""پ"": 1, ""ل"": 1, ""م"": 1, ""ا"": 1, ""ت"": 1}"
یبس,یبس,3,"{""ی"": 1, ""ب"": 1, ""س"": 1}"
شاهی,شاهی,4,"{""ش"": 1, ""ا"": 1, ""ه"": 1, ""ی"": 1}"
حبشه,حبشه,4,"{""ح"": 1, ""ب"": 1, ""ش"": 1, ""ه"": 1}"
شاسی,شاسی,4,"{""ش"": 1, ""ا"": 1, ""س"": 1, ""ی"": 1}"
قوا,قوا,3,"{""ق"": 1, ""و"": 1, ""ا"": 1}"
وقار,وقار,4,"{""و"": 1, ""ق"": 1, ""ا"": 1, ""ر"": 1}"
قایق,قایق,4,"{""ق"": 2, ""ا"": 1, ""ی"": 1}"
یغما,یغما,4,"{""ی"": 1, ""غ"": 1, ""م"": 1, ""ا"": 1}"
غیر,غیر,3,"{""غ"": 1, ""ی"": 1, ""ر"": 1}"
راغب,راغب,4,"{""ر"": 1, ""ا"": 1, ""غ"": 1, ""ب"": 1}"
مغار,مغار,4,"{""م"": 1, ""غ"": 1, ""ا"": 1, ""ر"": 1}"
مغایر,مغایر,5,"{""م"": 1, ""غ"": 1, ""ا"": 1, ""ی"": 1, ""ر"": 1}"
رواج,رواج,4,"{""ر"": 1, ""و"": 1, ""ا"": 1, ""ج"": 1}"
جواز,جواز,4,"{""ج"": 1, ""و"": 1, ""ا"": 1, ""ز"": 1}"
بروز,بروز,4,"{""ب"": 1, ""ر"": 1, ""و"": 1, ""ز"": 1}"
بازجو,بازجو,5,"{""ب"": 1, ""ا"": 1, ""ز"": 1, ""ج"": 1, ""و"": 1}"
چروک,چروک,4,"{""چ"": 1, ""ر"": 1, ""و"": 1, ""ک"": 1}"
کارد,کارد,4,"{""ک"": 1, ""ا"": 1, ""ر"": 1, ""د"": 1}"
چاکر,چاکر,4,"{""چ"": 1, ""ا"": 1, ""ک"": 1, ""ر"": 1}"
دچار,دچار,4,"{""د"": 1, ""چ"": 1, ""ا"": 1, ""ر"": 1}"
دمل,دمل,3,"{""د"": 1, ""م"": 1, ""ل"": 1}"
ملس,ملس,3,"{""م"": 1, ""ل"": 1, ""س"": 1}"
گسل,گسل,3,"{""گ"": 1, ""س"": 1, ""ل"": 1}"
است,است,3,"{""ا"": 1, ""س"": 1, ""ت"": 1}"
تست,تست,3,"{""ت"": 2, ""س"": 1}"
تشت,تشت,3,"{""ت"": 2, ""ش"": 1}"
شست,شست,3,"{""ش"": 1, ""س"": 1, ""ت"": 1}"
شیوا,شیوا,4,"{""ش"": 1, ""ی"": 1, ""و"": 1, ""ا"": 1}"
سیاوش,سیاوش,5,"{""س"": 1, ""ی"": 1, ""ا"": 1, ""و"": 1, ""ش"": 1}"
شاتوت,شاتوت,5,"{""ش"": 1, ""ا"": 1, ""ت"": 2, ""و"": 1}"
تاشو,تاشو,4,"{""ت"": 1, ""ا"": 1, ""ش"": 1, ""و"": 1}"
کلمن,کلمن,4,"{""ک"": 1, ""ل"": 1, ""م"": 1, ""ن"": 1}"
امان,امان,4,"{""ا"": 2, ""م"": 1, ""ن"": 1}"
ناکام,ناکام,5,"{""ن"": 1, ""ا"": 2, ""ک"": 1, ""م"": 1}"
بانمک,بانمک,5,"{""ب"": 1, ""ا"": 1, ""ن"": 1, ""م"": 1, ""ک"": 1}"
کانال,کانال,5,"{""ک"": 1, ""ا"": 2, ""ن"": 1, ""ل"": 1}"
امکان,امکان,5,"{""ا"": 2, ""م"": 1, ""ک"": 1, ""ن"": 1}"
کام,کام,3,"{""ک"": 1, ""ا"": 1, ""م"": 1}"
بومی,بومی,4,"{""ب"": 1, ""و"": 1, ""م"": 1, ""ی"": 1}"
گلابی,گلابی,5,"{""گ"": 1, ""ل"": 1, ""ا"": 1, ""ب"": 1, ""ی"": 1}"
انصاف,انصاف,5,"{""ا"": 2, ""ن"": 1, ""ص"": 1, ""ف"": 1}"
صنف,صنف,3,"{""ص"": 1, ""ن"": 1, ""ف"": 1}"
نصف,نصف,3,"{""ن"": 1, ""ص"": 1, ""ف"": 1}"
افشا,افشا,4,"{""ا"": 2, ""ف"": 1, ""ش"": 1}"
اصفهان,اصفهان,6,"{""ا"": 2, ""ص"": 1, ""ف"": 1, ""ه"": 1, ""ن"": 1}"
روش,روش,3,"{""ر"": 1, ""و"": 1, ""ش"": 1}"
مشوق,مشوق,4,"{""م"": 1, ""ش"": 1, ""و"": 1, ""ق"": 1}"
قوام,قوام,4,"{""ق"": 1, ""و"": 1, ""ا"": 1, ""م"": 1}"
آشور,اشور,4,"{""ا"": 1, ""ش"": 1, ""و"": 1, ""ر"": 1}"
برزخ,برزخ,4,"{""ب"": 1, ""ر"": 1, ""ز"": 1, ""خ"": 1}"
جوخه,جوخه,4,"{""ج"": 1, ""و"": 1, ""خ"": 1, ""ه"": 1}"
جربزه,جربزه,5,"{""ج"": 1, ""ر"": 1, ""ب"": 1, ""ز"": 1, ""ه"": 1}"
خربزه,خربزه,5,"{""خ"": 1, ""ر"": 1, ""ب"": 1, ""ز"": 1, ""ه"": 1}"
تناور,تناور,5,"{""ت"": 1, ""ن"": 1, ""ا"": 1, ""و"": 1, ""ر"": 1}"
تانکر,تانکر,5,"{""ت"": 1, ""ا"": 1, ""ن"": 1, ""ک"": 1, ""ر"": 1}"
کارتون,کارتون,6,"{""ک"": 1, ""ا"": 1, ""ر"": 1, ""ت"": 1, ""و"": 1, ""ن"": 1}"
اسکوتر,اسکوتر,6,"{""ا"": 1, ""س"": 1, ""ک"": 1, ""و"": 1, ""ت"": 1, ""ر"": 1}"
ترسناک,ترسناک,6,"{""ت"": 1, ""ر"": 1, ""س"": 1, ""ن"": 1, ""ا"": 1, ""ک"": 1}"
گریس,گریس,4,"{""گ"": 1, ""ر"": 1, ""ی"": 1, ""س"": 1}"
ریخت,ریخت,4,"{""ر"": 1, ""ی"": 1, ""خ"": 1, ""ت"": 1}"
اختر,اختر,4,"{""ا"": 1, ""خ"": 1, ""ت"": 1, ""ر"": 1}"
گریخت,گریخت,5,"{""گ"": 1, ""ر"": 1, ""ی"": 1, ""خ"": 1, ""ت"": 1}"
خیرات,خیرات,5,"{""خ"": 1, ""ی"": 1, ""ر"": 1, ""ا"": 1, ""ت"": 1}"
تگری,تگری,4,"{""ت"": 1, ""گ"": 1, ""ر"": 1, ""ی"": 1}"
گستاخ,گستاخ,5,"{""گ"": 1, ""س"": 1, ""ت"": 1, ""ا"": 1, ""خ"": 1}"
تسخیر,تسخیر,5,"{""ت"": 1, ""س"": 1, ""خ"": 1, ""ی"": 1, ""ر"": 1}"
سیگارت,سیگارت,6,"{""س"": 1, ""ی"": 1, ""گ"": 1, ""ا"": 1, ""ر"": 1, ""ت"": 1}"
خستگی,خستگی,5,"{""خ"": 1, ""س"": 1, ""ت"": 1, ""گ"": 1, ""ی"": 1}"
لخت,لخت,3,"{""ل"": 1, ""خ"": 1, ""ت"": 1}"
تلخ,تلخ,3,"{""ت"": 1, ""ل"": 1, ""خ"": 1}"
هفت,هفت,3,"{""ه"": 1, ""ف"": 1, ""ت"": 1}"
خفه,خفه,3,"{""خ"": 1, ""ف"": 1, ""ه"": 1}"
سفته,سفته,4,"{""س"": 1, ""ف"": 1, ""ت"": 1, ""ه"": 1}"
الفت,الفت,4,"{""ا"": 1, ""ل"": 1, ""ف"": 1, ""ت"": 1}"
تخلف,تخلف,4,"{""ت"": 1, ""خ"": 1, ""ل"": 1, ""ف"": 1}"
خلافت,خلافت,5,"{""خ"": 1, ""ل"": 1, ""ا"": 1, ""ف"": 1, ""ت"": 1}"
تفاله,تفاله,5,"{""ت"": 1, ""ف"": 1, ""ا"": 1, ""ل"": 1, ""ه"": 1}"
فرط,فرط,3,"{""ف"": 1, ""ر"": 1, ""ط"": 1}"
فطر,فطر,3,"{""ف"": 1, ""ط"": 1, ""ر"": 1}"
کفر,کفر,3,"{""ک"": 1, ""ف"": 1, ""ر"": 1}"
کرات,کرات,4,"{""ک"": 1, ""ر"": 1, ""ا"": 1, ""ت"": 1}"
فطرت,فطرت,4,"{""ف"": 1, ""ط"": 1, ""ر"": 1, ""ت"": 1}"
کرامت,کرامت,5,"{""ک"": 1, ""ر"": 1, ""ا"": 1, ""م"": 1, ""ت"": 1}"
تراکم,تراکم,5,"{""ت"": 1, ""ر"": 1, ""ا"": 1, ""ک"": 1, ""م"": 1}"
متفکر,متفکر,5,"{""م"": 1, ""ت"": 1, ""ف"": 1, ""ک"": 1, ""ر"": 1}"
پیش,پیش,3,"{""پ"": 1, ""ی"": 1, ""ش"": 1}"
پیچ,پیچ,3,"{""پ"": 1, ""ی"": 1, ""چ"": 1}"
پررو,پررو,4,"{""پ"": 1, ""ر"": 2, ""و"": 1}"
پرشور,پرشور,5,"{""پ"": 1, ""ر"": 2, ""ش"": 1, ""و"": 1}"
پرورش,پرورش,5,"{""پ"": 1, ""ر"": 2, ""و"": 1, ""ش"": 1}"
پبشرو,پبشرو,5,"{""پ"": 1, ""ب"": 1, ""ش"": 1, ""ر"": 1, ""و"": 1}"
پرورشی,پرورشی,6,"{""پ"": 1, ""ر"": 2, ""و"": 1, ""ش"": 1, ""ی"": 1}"
جیر,جیر,3,"{""ج"": 1, ""ی"": 1, ""ر"": 1}"
بنجل,بنجل,4,"{""ب"": 1, ""ن"": 1, ""ج"": 1, ""ل"": 1}"
لبنی,لبنی,4,"{""ل"": 1, ""ب"": 1, ""ن"": 1, ""ی"": 1}"
غرض,غرض,3,"{""غ"": 1, ""ر"": 1, ""ض"": 1}"
غضب,غضب,3,"{""غ"": 1, ""ض"": 1, ""ب"": 1}"
فرض,فرض,3,"{""ف"": 1, ""ر"": 1, ""ض"": 1}"
گفت,گفت,3,"{""گ"": 1, ""ف"": 1, ""ت"": 1}"
رغبت,رغبت,4,"{""ر"": 1, ""غ"": 1, ""ب"": 1, ""ت"": 1}"
ضربت,ضربت,4,"{""ض"": 1, ""ر"": 1, ""ب"": 1, ""ت"": 1}"
لیست,لیست,4,"{""ل"": 1, ""ی"": 1, ""س"": 1, ""ت"": 1}"
کپسول,کپسول,5,"{""ک"": 1, ""پ"": 1, ""س"": 1, ""و"": 1, ""ل"": 1}"
پولکی,پولکی,5,"{""پ"": 1, ""و"": 1, ""ل"": 1, ""ک"": 1, ""ی"": 1}"
کلیپس,کلیپس,5,"{""ک"": 1, ""ل"": 1, ""ی"": 1, ""پ"": 1, ""س"": 1}"
تلسکوپ,تلسکوپ,6,"{""ت"": 1, ""ل"": 1, ""س"": 1, ""ک"": 1, ""و"": 1, ""پ"": 1}"
نشر,نشر,3,"{""ن"": 1, ""ش"": 1, ""ر"": 1}"
زاید,زاید,4,"{""ز"": 1, ""ا"": 1, ""ی"": 1, ""د"": 1}"
خطر,خطر,3,"{""خ"": 1, ""ط"": 1, ""ر"": 1}"
خطه,خطه,3,"{""خ"": 1, ""ط"": 1, ""ه"": 1}"
خطا,خطا,3,"{""خ"": 1, ""ط"": 1, ""ا"": 1}"
خارج,خارج,4,"{""خ"": 1, ""ا"": 1, ""ر"": 1, ""ج"": 1}"
خراج,خراج,4,"{""خ"": 1, ""ر"": 1, ""ا"": 1, ""ج"": 1}"
