word,word_normalized,length,char_counts
سرود,سرود,4,"{""س"": 1, ""ر"": 1, ""و"": 1, ""د"": 1}"
سفره,سفره,4,"{""س"": 1, ""ف"": 1, ""ر"": 1, ""ه"": 1}"
خسرو,خسرو,4,"{""خ"": 1, ""س"": 1, ""ر"": 1, ""و"": 1}"
دوره,دوره,4,"{""د"": 1, ""و"": 1, ""ر"": 1, ""ه"": 1}"
سرفه,سرفه,4,"{""س"": 1, ""ر"": 1, ""ف"": 1, ""ه"": 1}"
خروس,خروس,4,"{""خ"": 1, ""ر"": 1, ""و"": 1, ""س"": 1}"
فرسوده,فرسوده,6,"{""ف"": 1, ""ر"": 1, ""س"": 1, ""و"": 1, ""د"": 1, ""ه"": 1}"
چاه,چاه,3,"{""چ"": 1, ""ا"": 1, ""ه"": 1}"
چاق,چاق,3,"{""چ"": 1, ""ا"": 1, ""ق"": 1}"
قوچ,قوچ,3,"{""ق"": 1, ""و"": 1, ""چ"": 1}"
قوم,قوم,3,"{""ق"": 1, ""و"": 1, ""م"": 1}"
ورقه,ورقه,4,"{""و"": 1, ""ر"": 1, ""ق"": 1, ""ه"": 1}"
چاقو,چاقو,4,"{""چ"": 1, ""ا"": 1, ""ق"": 1, ""و"": 1}"
چاره,چاره,4,"{""چ"": 1, ""ا"": 1, ""ر"": 1, ""ه"": 1}"
قارچ,قارچ,4,"{""ق"": 1, ""ا"": 1, ""ر"": 1, ""چ"": 1}"
قاره,قاره,4,"{""ق"": 1, ""ا"": 1, ""ر"": 1, ""ه"": 1}"
مقوا,مقوا,4,"{""م"": 1, ""ق"": 1, ""و"": 1, ""ا"": 1}"
مورچه,مورچه,5,"{""م"": 1, ""و"": 1, ""ر"": 1, ""چ"": 1, ""ه"": 1}"
لوح,لوح,3,"{""ل"": 1, ""و"": 1, ""ح"": 1}"
پلو,پلو,3,"{""پ"": 1, ""ل"": 1, ""و"": 1}"
حنا,حنا,3,"{""ح"": 1, ""ن"": 1, ""ا"": 1}"
نوح,نوح,3,"{""ن"": 1, ""و"": 1, ""ح"": 1}"
پول,پول,3,"{""پ"": 1, ""و"": 1, ""ل"": 1}"
پناه,پناه,4,"{""پ"": 1, ""ن"": 1, ""ا"": 1, ""ه"": 1}"
حوله,حوله,4,"{""ح"": 1, ""و"": 1, ""ل"": 1, ""ه"": 1}"
حلوا,حلوا,4,"{""ح"": 1, ""ل"": 1, ""و"": 1, ""ا"": 1}"
نوحه,نوحه,4,"{""ن"": 1, ""و"": 1, ""ح"": 1, ""ه"": 1}"
پهلوان,پهلوان,6,"{""پ"": 1, ""ه"": 1, ""ل"": 1, ""و"": 1, ""ا"": 1, ""ن"": 1}"
هوش,هوش,3,"{""ه"": 1, ""و"": 1, ""ش"": 1}"
پویا,پویا,4,"{""پ"": 1, ""و"": 1, ""ی"": 1, ""ا"": 1}"
پوشه,پوشه,4,"{""پ"": 1, ""و"": 1, ""ش"": 1, ""ه"": 1}"
پاشنه,پاشنه,5,"{""پ"": 1, ""ا"": 1, ""ش"": 1, ""ن"": 1, ""ه"": 1}"
شاهین,شاهین,5,"{""ش"": 1, ""ا"": 1, ""ه"": 1, ""ی"": 1, ""ن"": 1}"
آویشن,اویشن,5,"{""ا"": 1, ""و"": 1, ""ی"": 1, ""ش"": 1, ""ن"": 1}"
شخم,شخم,3,"{""ش"": 1, ""خ"": 1, ""م"": 1}"
شاخ,شاخ,3,"{""ش"": 1, ""ا"": 1, ""خ"": 1}"
شوخ,شوخ,3,"{""ش"": 1, ""و"": 1, ""خ"": 1}"
میخ,میخ,3,"{""م"": 1, ""ی"": 1, ""خ"": 1}"
موش,موش,3,"{""م"": 1, ""و"": 1, ""ش"": 1}"
خوش,خوش,3,"{""خ"": 1, ""و"": 1, ""ش"": 1}"
خرم,خرم,3,"{""خ"": 1, ""ر"": 1, ""م"": 1}"
خشم,خشم,3,"{""خ"": 1, ""ش"": 1, ""م"": 1}"
رویش,رویش,4,"{""ر"": 1, ""و"": 1, ""ی"": 1, ""ش"": 1}"
یورش,یورش,4,"{""ی"": 1, ""و"": 1, ""ر"": 1, ""ش"": 1}"
خیام,خیام,4,"{""خ"": 1, ""ی"": 1, ""ا"": 1, ""م"": 1}"
شوخی,شوخی,4,"{""ش"": 1, ""و"": 1, ""خ"": 1, ""ی"": 1}"
خمیر,خمیر,4,"{""خ"": 1, ""م"": 1, ""ی"": 1, ""ر"": 1}"
خراش,خراش,4,"{""خ"": 1, ""ر"": 1, ""ا"": 1, ""ش"": 1}"
خرما,خرما,4,"{""خ"": 1, ""ر"": 1, ""م"": 1, ""ا"": 1}"
مریخ,مریخ,4,"{""م"": 1, ""ر"": 1, ""ی"": 1, ""خ"": 1}"
خاموش,خاموش,5,"{""خ"": 1, ""ا"": 1, ""م"": 1, ""و"": 1, ""ش"": 1}"
مشاور,مشاور,5,"{""م"": 1, ""ش"": 1, ""ا"": 1, ""و"": 1, ""ر"": 1}"
نام,نام,3,"{""ن"": 1, ""ا"": 1, ""م"": 1}"
پند,پند,3,"{""پ"": 1, ""ن"": 1, ""د"": 1}"
گمان,گمان,4,"{""گ"": 1, ""م"": 1, ""ا"": 1, ""ن"": 1}"
پماد,پماد,4,"{""پ"": 1, ""م"": 1, ""ا"": 1, ""د"": 1}"
دامن,دامن,4,"{""د"": 1, ""ا"": 1, ""م"": 1, ""ن"": 1}"
گندم,گندم,4,"{""گ"": 1, ""ن"": 1, ""د"": 1, ""م"": 1}"
نماد,نماد,4,"{""ن"": 1, ""م"": 1, ""ا"": 1, ""د"": 1}"
پاندا,پاندا,5,"{""پ"": 1, ""ا"": 2, ""ن"": 1, ""د"": 1}"
پادگان,پادگان,6,"{""پ"": 1, ""ا"": 2, ""د"": 1, ""گ"": 1, ""ن"": 1}"
محل,محل,3,"{""م"": 1, ""ح"": 1, ""ل"": 1}"
حمل,حمل,3,"{""ح"": 1, ""م"": 1, ""ل"": 1}"
حلیم,حلیم,4,"{""ح"": 1, ""ل"": 1, ""ی"": 1, ""م"": 1}"
لوزی,لوزی,4,"{""ل"": 1, ""و"": 1, ""ز"": 1, ""ی"": 1}"
لیمو,لیمو,4,"{""ل"": 1, ""ی"": 1, ""م"": 1, ""و"": 1}"
زیلو,زیلو,4,"{""ز"": 1, ""ی"": 1, ""ل"": 1, ""و"": 1}"
حلزون,حلزون,5,"{""ح"": 1, ""ل"": 1, ""ز"": 1, ""و"": 1, ""ن"": 1}"
میل,میل,3,"{""م"": 1, ""ی"": 1, ""ل"": 1}"
علی,علی,3,"{""ع"": 1, ""ل"": 1, ""ی"": 1}"
عمل,عمل,3,"{""ع"": 1, ""م"": 1, ""ل"": 1}"
علم,علم,3,"{""ع"": 1, ""ل"": 1, ""م"": 1}"
عالم,عالم,4,"{""ع"": 1, ""ا"": 1, ""ل"": 1, ""م"": 1}"
عالی,عالی,4,"{""ع"": 1, ""ا"": 1, ""ل"": 1, ""ی"": 1}"
مایل,مایل,4,"{""م"": 1, ""ا"": 1, ""ی"": 1, ""ل"": 1}"
معلم,معلم,4,"{""م"": 2, ""ع"": 1, ""ل"": 1}"
معما,معما,4,"{""م"": 2, ""ع"": 1, ""ا"": 1}"
ملایم,ملایم,5,"{""م"": 2, ""ل"": 1, ""ا"": 1, ""ی"": 1}"
مالزی,مالزی,5,"{""م"": 1, ""ا"": 1, ""ل"": 1, ""ز"": 1, ""ی"": 1}"
نسیم,نسیم,4,"{""ن"": 1, ""س"": 1, ""ی"": 1, ""م"": 1}"
ماده,ماده,4,"{""م"": 1, ""ا"": 1, ""د"": 1, ""ه"": 1}"
ساده,ساده,4,"{""س"": 1, ""ا"": 1, ""د"": 1, ""ه"": 1}"
مهندس,مهندس,5,"{""م"": 1, ""ه"": 1, ""ن"": 1, ""د"": 1, ""س"": 1}"
همدان,همدان,5,"{""ه"": 1, ""م"": 1, ""د"": 1, ""ا"": 1, ""ن"": 1}"
یاسمن,یاسمن,5,"{""ی"": 1, ""ا"": 1, ""س"": 1, ""م"": 1, ""ن"": 1}"
ناهید,ناهید,5,"{""ن"": 1, ""ا"": 1, ""ه"": 1, ""ی"": 1, ""د"": 1}"
مدینه,مدینه,5,"{""م"": 1, ""د"": 1, ""ی"": 1, ""ن"": 1, ""ه"": 1}"
آینده,اینده,5,"{""ا"": 1, ""ی"": 1, ""ن"": 1, ""د"": 1, ""ه"": 1}"
میدان,میدان,5,"{""م"": 1, ""ی"": 1, ""د"": 1, ""ا"": 1, ""ن"": 1}"
سینما,سینما,5,"{""س"": 1, ""ی"": 1, ""ن"": 1, ""م"": 1, ""ا"": 1}"
سیمان,سیمان,5,"{""س"": 1, ""ی"": 1, ""م"": 1, ""ا"": 1, ""ن"": 1}"
ریل,ریل,3,"{""ر"": 1, ""ی"": 1, ""ل"": 1}"
یلدا,یلدا,4,"{""ی"": 1, ""ل"": 1, ""د"": 1, ""ا"": 1}"
زیاد,زیاد,4,"{""ز"": 1, ""ی"": 1, ""ا"": 1, ""د"": 1}"
دلیر,دلیر,4,"{""د"": 1, ""ل"": 1, ""ی"": 1, ""ر"": 1}"
دبیر,دبیر,4,"{""د"": 1, ""ب"": 1, ""ی"": 1, ""ر"": 1}"
دلار,دلار,4,"{""د"": 1, ""ل"": 1, ""ا"": 1, ""ر"": 1}"
ریال,ریال,4,"{""ر"": 1, ""ی"": 1, ""ا"": 1, ""ل"": 1}"
ردیاب,ردیاب,5,"{""ر"": 1, ""د"": 1, ""ی"": 1, ""ا"": 1, ""ب"": 1}"
البرز,البرز,5,"{""ا"": 1, ""ل"": 1, ""ب"": 1, ""ر"": 1, ""ز"": 1}"
برزیل,برزیل,5,"{""ب"": 1, ""ر"": 1, ""ز"": 1, ""ی"": 1, ""ل"": 1}"
بیدار,بیدار,5,"{""ب"": 1, ""ی"": 1, ""د"": 1, ""ا"": 1, ""ر"": 1}"
آبریز,ابریز,5,"{""ا"": 1, ""ب"": 1, ""ر"": 1, ""ی"": 1, ""ز"": 1}"
اردبیل,اردبیل,6,"{""ا"": 1, ""ر"": 1, ""د"": 1, ""ب"": 1, ""ی"": 1, ""ل"": 1}"
گود,گود,3,"{""گ"": 1, ""و"": 1, ""د"": 1}"
گلو,گلو,3,"{""گ"": 1, ""ل"": 1, ""و"": 1}"
دیگ,دیگ,3,"{""د"": 1, ""ی"": 1, ""گ"": 1}"
گوی,گوی,3,"{""گ"": 1, ""و"": 1, ""ی"": 1}"
لگد,لگد,3,"{""ل"": 1, ""گ"": 1, ""د"": 1}"
کبد,کبد,3,"{""ک"": 1, ""ب"": 1, ""د"": 1}"
کود,کود,3,"{""ک"": 1, ""و"": 1, ""د"": 1}"
کدو,کدو,3,"{""ک"": 1, ""د"": 1, ""و"": 1}"
کیلو,کیلو,4,"{""ک"": 1, ""ی"": 1, ""ل"": 1, ""و"": 1}"
وکیل,وکیل,4,"{""و"": 1, ""ک"": 1, ""ی"": 1, ""ل"": 1}"
کلید,کلید,4,"{""ک"": 1, ""ل"": 1, ""ی"": 1, ""د"": 1}"
کبود,کبود,4,"{""ک"": 1, ""ب"": 1, ""و"": 1, ""د"": 1}"
اتم,اتم,3,"{""ا"": 1, ""ت"": 1, ""م"": 1}"
بام,بام,3,"{""ب"": 1, ""ا"": 1, ""م"": 1}"
آفت,افت,3,"{""ا"": 1, ""ف"": 1, ""ت"": 1}"
مات,مات,3,"{""م"": 1, ""ا"": 1, ""ت"": 1}"
بافت,بافت,4,"{""ب"": 1, ""ا"": 1, ""ف"": 1, ""ت"": 1}"
آفتاب,افتاب,5,"{""ا"": 2, ""ف"": 1, ""ت"": 1, ""ب"": 1}"
مهتاب,مهتاب,5,"{""م"": 1, ""ه"": 1, ""ت"": 1, ""ا"": 1, ""ب"": 1}"
آفتابه,افتابه,6,"{""ا"": 2, ""ف"": 1, ""ت"": 1, ""ب"": 1, ""ه"": 1}"
مرد,مرد,3,"{""م"": 1, ""ر"": 1, ""د"": 1}"
کره,کره,3,"{""ک"": 1, ""ر"": 1, ""ه"": 1}"
حرم,حرم,3,"{""ح"": 1, ""ر"": 1, ""م"": 1}"
حکم,حکم,3,"{""ح"": 1, ""ک"": 1, ""م"": 1}"
ملکه,ملکه,4,"{""م"": 1, ""ل"": 1, ""ک"": 1, ""ه"": 1}"
کلمه,کلمه,4,"{""ک"": 1, ""ل"": 1, ""م"": 1, ""ه"": 1}"
محله,محله,4,"{""م"": 1, ""ح"": 1, ""ل"": 1, ""ه"": 1}"
حمله,حمله,4,"{""ح"": 1, ""م"": 1, ""ل"": 1, ""ه"": 1}"
مدرک,مدرک,4,"{""م"": 1, ""د"": 1, ""ر"": 1, ""ک"": 1}"
مرحله,مرحله,5,"{""م"": 1, ""ر"": 1, ""ح"": 1, ""ل"": 1, ""ه"": 1}"
ماش,ماش,3,"{""م"": 1, ""ا"": 1, ""ش"": 1}"
شام,شام,3,"{""ش"": 1, ""ا"": 1, ""م"": 1}"
چرب,چرب,3,"{""چ"": 1, ""ر"": 1, ""ب"": 1}"
چشم,چشم,3,"{""چ"": 1, ""ش"": 1, ""م"": 1}"
مربا,مربا,4,"{""م"": 1, ""ر"": 1, ""ب"": 1, ""ا"": 1}"
آمار,امار,4,"{""ا"": 2, ""م"": 1, ""ر"": 1}"
بارش,بارش,4,"{""ب"": 1, ""ا"": 1, ""ر"": 1, ""ش"": 1}"
آچار,اچار,4,"{""ا"": 2, ""چ"": 1, ""ر"": 1}"
آبشار,ابشار,5,"{""ا"": 2, ""ب"": 1, ""ش"": 1, ""ر"": 1}"
آرامش,ارامش,5,"{""ا"": 2, ""ر"": 1, ""م"": 1, ""ش"": 1}"
عکس,عکس,3,"{""ع"": 1, ""ک"": 1, ""س"": 1}"
سعی,سعی,3,"{""س"": 1, ""ع"": 1, ""ی"": 1}"
خوک,خوک,3,"{""خ"": 1, ""و"": 1, ""ک"": 1}"
کویر,کویر,4,"{""ک"": 1, ""و"": 1, ""ی"": 1, ""ر"": 1}"
وسیع,وسیع,4,"{""و"": 1, ""س"": 1, ""ی"": 1, ""ع"": 1}"
سریع,سریع,4,"{""س"": 1, ""ر"": 1, ""ی"": 1, ""ع"": 1}"
عروس,عروس,4,"{""ع"": 1, ""ر"": 1, ""و"": 1, ""س"": 1}"
کرسی,کرسی,4,"{""ک"": 1, ""ر"": 1, ""س"": 1, ""ی"": 1}"
عروسی,عروسی,5,"{""ع"": 1, ""ر"": 1, ""و"": 1, ""س"": 1, ""ی"": 1}"
عروسک,عروسک,5,"{""ع"": 1, ""ر"": 1, ""و"": 1, ""س"": 1, ""ک"": 1}"
سخت,سخت,3,"{""س"": 1, ""خ"": 1, ""ت"": 1}"
رخت,رخت,3,"{""ر"": 1, ""خ"": 1, ""ت"": 1}"
دقت,دقت,3,"{""د"": 1, ""ق"": 1, ""ت"": 1}"
چرخ,چرخ,3,"{""چ"": 1, ""ر"": 1, ""خ"": 1}"
چتر,چتر,3,"{""چ"": 1, ""ت"": 1, ""ر"": 1}"
دست,دست,3,"{""د"": 1, ""س"": 1, ""ت"": 1}"
قدرت,قدرت,4,"{""ق"": 1, ""د"": 1, ""ر"": 1, ""ت"": 1}"
سرقت,سرقت,4,"{""س"": 1, ""ر"": 1, ""ق"": 1, ""ت"": 1}"
درست,درست,4,"{""د"": 1, ""ر"": 1, ""س"": 1, ""ت"": 1}"
درخت,درخت,4,"{""د"": 1, ""ر"": 1, ""خ"": 1, ""ت"": 1}"
دختر,دختر,4,"{""د"": 1, ""خ"": 1, ""ت"": 1, ""ر"": 1}"
کوزه,کوزه,4,"{""ک"": 1, ""و"": 1, ""ز"": 1, ""ه"": 1}"
کاوه,کاوه,4,"{""ک"": 1, ""ا"": 1, ""و"": 1, ""ه"": 1}"
کوبا,کوبا,4,"{""ک"": 1, ""و"": 1, ""ب"": 1, ""ا"": 1}"
آبکش,ابکش,4,"{""ا"": 1, ""ب"": 1, ""ک"": 1, ""ش"": 1}"
بازو,بازو,4,"{""ب"": 1, ""ا"": 1, ""ز"": 1, ""و"": 1}"
شبکه,شبکه,4,"{""ش"": 1, ""ب"": 1, ""ک"": 1, ""ه"": 1}"
بشکه,بشکه,4,"{""ب"": 1, ""ش"": 1, ""ک"": 1, ""ه"": 1}"
هواکش,هواکش,5,"{""ه"": 1, ""و"": 1, ""ا"": 1, ""ک"": 1, ""ش"": 1}"
باهوش,باهوش,5,"{""ب"": 1, ""ا"": 1, ""ه"": 1, ""و"": 1, ""ش"": 1}"
مبل,مبل,3,"{""م"": 1, ""ب"": 1, ""ل"": 1}"
مربی,مربی,4,"{""م"": 1, ""ر"": 1, ""ب"": 1, ""ی"": 1}"
مدیر,مدیر,4,"{""م"": 1, ""د"": 1, ""ی"": 1, ""ر"": 1}"
مدال,مدال,4,"{""م"": 1, ""د"": 1, ""ا"": 1, ""ل"": 1}"
میلاد,میلاد,5,"{""م"": 1, ""ی"": 1, ""ل"": 1, ""ا"": 1, ""د"": 1}"
مرداب,مرداب,5,"{""م"": 1, ""ر"": 1, ""د"": 1, ""ا"": 1, ""ب"": 1}"
بیمار,بیمار,5,"{""ب"": 1, ""ی"": 1, ""م"": 1, ""ا"": 1, ""ر"": 1}"
پشت,پشت,3,"{""پ"": 1, ""ش"": 1, ""ت"": 1}"
پدر,پدر,3,"{""پ"": 1, ""د"": 1, ""ر"": 1}"
پتو,پتو,3,"{""پ"": 1, ""ت"": 1, ""و"": 1}"
رشد,رشد,3,"{""ر"": 1, ""ش"": 1, ""د"": 1}"
تپش,تپش,3,"{""ت"": 1, ""پ"": 1, ""ش"": 1}"
توپ,توپ,3,"{""ت"": 1, ""و"": 1, ""پ"": 1}"
دشت,دشت,3,"{""د"": 1, ""ش"": 1, ""ت"": 1}"
پودر,پودر,4,"{""پ"": 1, ""و"": 1, ""د"": 1, ""ر"": 1}"
پرتو,پرتو,4,"{""پ"": 1, ""ر"": 1, ""ت"": 1, ""و"": 1}"
درشت,درشت,4,"{""د"": 1, ""ر"": 1, ""ش"": 1, ""ت"": 1}"
شربت,شربت,4,"{""ش"": 1, ""ر"": 1, ""ب"": 1, ""ت"": 1}"
غار,غار,3,"{""غ"": 1, ""ا"": 1, ""ر"": 1}"
مرغ,مرغ,3,"{""م"": 1, ""ر"": 1, ""غ"": 1}"
داغ,داغ,3,"{""د"": 1, ""ا"": 1, ""غ"": 1}"
لاغر,لاغر,4,"{""ل"": 1, ""ا"": 1, ""غ"": 1, ""ر"": 1}"
مراد,مراد,4,"{""م"": 1, ""ر"": 1, ""ا"": 1, ""د"": 1}"
سلام,سلام,4,"{""س"": 1, ""ل"": 1, ""ا"": 1, ""م"": 1}"
سالم,سالم,4,"{""س"": 1, ""ا"": 1, ""ل"": 1, ""م"": 1}"
غلام,غلام,4,"{""غ"": 1, ""ل"": 1, ""ا"": 1, ""م"": 1}"
دماغ,دماغ,4,"{""د"": 1, ""م"": 1, ""ا"": 1, ""غ"": 1}"
سبد,سبد,3,"{""س"": 1, ""ب"": 1, ""د"": 1}"
ماست,ماست,4,"{""م"": 1, ""ا"": 1, ""س"": 1, ""ت"": 1}"
تماس,تماس,4,"{""ت"": 1, ""م"": 1, ""ا"": 1, ""س"": 1}"
بسته,بسته,4,"{""ب"": 1, ""س"": 1, ""ت"": 1, ""ه"": 1}"
دسته,دسته,4,"{""د"": 1, ""س"": 1, ""ت"": 1, ""ه"": 1}"
کفش,کفش,3,"{""ک"": 1, ""ف"": 1, ""ش"": 1}"
شفا,شفا,3,"{""ش"": 1, ""ف"": 1, ""ا"": 1}"
کفاش,کفاش,4,"{""ک"": 1, ""ف"": 1, ""ا"": 1, ""ش"": 1}"
شکاف,شکاف,4,"{""ش"": 1, ""ک"": 1, ""ا"": 1, ""ف"": 1}"
شکوفه,شکوفه,5,"{""ش"": 1, ""ک"": 1, ""و"": 1, ""ف"": 1, ""ه"": 1}"
حیا,حیا,3,"{""ح"": 1, ""ی"": 1, ""ا"": 1}"
یاس,یاس,3,"{""ی"": 1, ""ا"": 1, ""س"": 1}"
سیم,سیم,3,"{""س"": 1, ""ی"": 1, ""م"": 1}"
سیما,سیما,4,"{""س"": 1, ""ی"": 1, ""م"": 1, ""ا"": 1}"
مایع,مایع,4,"{""م"": 1, ""ا"": 1, ""ی"": 1, ""ع"": 1}"
ساعت,ساعت,4,"{""س"": 1, ""ا"": 1, ""ع"": 1, ""ت"": 1}"
تمساح,تمساح,5,"{""ت"": 1, ""م"": 1, ""س"": 1, ""ا"": 1, ""ح"": 1}"
مساحت,مساحت,5,"{""م"": 1, ""س"": 1, ""ا"": 1, ""ح"": 1, ""ت"": 1}"
سود,سود,3,"{""س"": 1, ""و"": 1, ""د"": 1}"
کادو,کادو,4,"{""ک"": 1, ""ا"": 1, ""د"": 1, ""و"": 1}"
سواد,سواد,4,"{""س"": 1, ""و"": 1, ""ا"": 1, ""د"": 1}"
سفال,سفال,4,"{""س"": 1, ""ف"": 1, ""ا"": 1, ""ل"": 1}"
فاسد,فاسد,4,"{""ف"": 1, ""ا"": 1, ""س"": 1, ""د"": 1}"
سوال,سوال,4,"{""س"": 1, ""و"": 1, ""ا"": 1, ""ل"": 1}"
فولاد,فولاد,5,"{""ف"": 1, ""و"": 1, ""ل"": 1, ""ا"": 1, ""د"": 1}"
عمر,عمر,3,"{""ع"": 1, ""م"": 1, ""ر"": 1}"
شمع,شمع,3,"{""ش"": 1, ""م"": 1, ""ع"": 1}"
شعر,شعر,3,"{""ش"": 1, ""ع"": 1, ""ر"": 1}"
شرم,شرم,3,"{""ش"": 1, ""ر"": 1, ""م"": 1}"
مشعل,مشعل,4,"{""م"": 1, ""ش"": 1, ""ع"": 1, ""ل"": 1}"
شاعر,شاعر,4,"{""ش"": 1, ""ا"": 1, ""ع"": 1, ""ر"": 1}"
شمال,شمال,4,"{""ش"": 1, ""م"": 1, ""ا"": 1, ""ل"": 1}"
معمار,معمار,5,"{""م"": 2, ""ع"": 1, ""ا"": 1, ""ر"": 1}"
کار,کار,3,"{""ک"": 1, ""ا"": 1, ""ر"": 1}"
کلاغ,کلاغ,4,"{""ک"": 1, ""ل"": 1, ""ا"": 1, ""غ"": 1}"
بخت,بخت,3,"{""ب"": 1, ""خ"": 1, ""ت"": 1}"
اسب,اسب,3,"{""ا"": 1, ""س"": 1, ""ب"": 1}"
چسب,چسب,3,"{""چ"": 1, ""س"": 1, ""ب"": 1}"
خبر,خبر,3,"{""خ"": 1, ""ب"": 1, ""ر"": 1}"
باخت,باخت,4,"{""ب"": 1, ""ا"": 1, ""خ"": 1, ""ت"": 1}"
ربات,ربات,4,"{""ر"": 1, ""ب"": 1, ""ا"": 1, ""ت"": 1}"
آخرت,اخرت,4,"{""ا"": 1, ""خ"": 1, ""ر"": 1, ""ت"": 1}"
ساخت,ساخت,4,"{""س"": 1, ""ا"": 1, ""خ"": 1, ""ت"": 1}"
استخر,استخر,5,"{""ا"": 1, ""س"": 1, ""ت"": 1, ""خ"": 1, ""ر"": 1}"
خسارت,خسارت,5,"{""خ"": 1, ""س"": 1, ""ا"": 1, ""ر"": 1, ""ت"": 1}"
تیر,تیر,3,"{""ت"": 1, ""ی"": 1, ""ر"": 1}"
تیز,تیز,3,"{""ت"": 1, ""ی"": 1, ""ز"": 1}"
آویز,اویز,4,"{""ا"": 1, ""و"": 1, ""ی"": 1, ""ز"": 1}"
وارد,وارد,4,"{""و"": 1, ""ا"": 1, ""ر"": 1, ""د"": 1}"
زیارت,زیارت,5,"{""ز"": 1, ""ی"": 1, ""ا"": 1, ""ر"": 1, ""ت"": 1}"
دیوار,دیوار,5,"{""د"": 1, ""ی"": 1, ""و"": 1, ""ا"": 1, ""ر"": 1}"
رادیو,رادیو,5,"{""ر"": 1, ""ا"": 1, ""د"": 1, ""ی"": 1, ""و"": 1}"
خشک,خشک,3,"{""خ"": 1, ""ش"": 1, ""ک"": 1}"
شریک,شریک,4,"{""ش"": 1, ""ر"": 1, ""ی"": 1, ""ک"": 1}"
خشکی,خشکی,4,"{""خ"": 1, ""ش"": 1, ""ک"": 1, ""ی"": 1}"
زرشک,زرشک,4,"{""ز"": 1, ""ر"": 1, ""ش"": 1, ""ک"": 1}"
کشور,کشور,4,"{""ک"": 1, ""ش"": 1, ""و"": 1, ""ر"": 1}"
سبز,سبز,3,"{""س"": 1, ""ب"": 1, ""ز"": 1}"
سبزی,سبزی,4,"{""س"": 1, ""ب"": 1, ""ز"": 1, ""ی"": 1}"
بازرس,بازرس,5,"{""ب"": 1, ""ا"": 1, ""ز"": 1, ""ر"": 1, ""س"": 1}"
تبریز,تبریز,5,"{""ت"": 1, ""ب"": 1, ""ر"": 1, ""ی"": 1, ""ز"": 1}"
سرباز,سرباز,5,"{""س"": 1, ""ر"": 1, ""ب"": 1, ""ا"": 1, ""ز"": 1}"
باتری,باتری,5,"{""ب"": 1, ""ا"": 1, ""ت"": 1, ""ر"": 1, ""ی"": 1}"
سربازی,سربازی,6,"{""س"": 1, ""ر"": 1, ""ب"": 1, ""ا"": 1, ""ز"": 1, ""ی"": 1}"
گرد,گرد,3,"{""گ"": 1, ""ر"": 1, ""د"": 1}"
سنگ,سنگ,3,"{""س"": 1, ""ن"": 1, ""گ"": 1}"
رنگ,رنگ,3,"{""ر"": 1, ""ن"": 1, ""گ"": 1}"
زنگ,زنگ,3,"{""ز"": 1, ""ن"": 1, ""گ"": 1}"
گردن,گردن,4,"{""گ"": 1, ""ر"": 1, ""د"": 1, ""ن"": 1}"
زرنگ,زرنگ,4,"{""ز"": 1, ""ر"": 1, ""ن"": 1, ""گ"": 1}"
گیاه,گیاه,4,"{""گ"": 1, ""ی"": 1, ""ا"": 1, ""ه"": 1}"
آگهی,اگهی,4,"{""ا"": 1, ""گ"": 1, ""ه"": 1, ""ی"": 1}"
گریه,گریه,4,"{""گ"": 1, ""ر"": 1, ""ی"": 1, ""ه"": 1}"
گیره,گیره,4,"{""گ"": 1, ""ی"": 1, ""ر"": 1, ""ه"": 1}"
مرده,مرده,4,"{""م"": 1, ""ر"": 1, ""د"": 1, ""ه"": 1}"
گرده,گرده,4,"{""گ"": 1, ""ر"": 1, ""د"": 1, ""ه"": 1}"
گاری,گاری,4,"{""گ"": 1, ""ا"": 1, ""ر"": 1, ""ی"": 1}"
دایره,دایره,5,"{""د"": 1, ""ا"": 1, ""ی"": 1, ""ر"": 1, ""ه"": 1}"
مداح,مداح,4,"{""م"": 1, ""د"": 1, ""ا"": 1, ""ح"": 1}"
احمد,احمد,4,"{""ا"": 1, ""ح"": 1, ""م"": 1, ""د"": 1}"
حامد,حامد,4,"{""ح"": 1, ""ا"": 1, ""م"": 1, ""د"": 1}"
نامزد,نامزد,5,"{""ن"": 1, ""ا"": 1, ""م"": 1, ""ز"": 1, ""د"": 1}"
بره,بره,3,"{""ب"": 1, ""ر"": 1, ""ه"": 1}"
سارا,سارا,4,"{""س"": 1, ""ا"": 2, ""ر"": 1}"
سراب,سراب,4,"{""س"": 1, ""ر"": 1, ""ا"": 1, ""ب"": 1}"
بهار,بهار,4,"{""ب"": 1, ""ه"": 1, ""ا"": 1, ""ر"": 1}"
برده,برده,4,"{""ب"": 1, ""ر"": 1, ""د"": 1, ""ه"": 1}"
اراده,اراده,5,"{""ا"": 2, ""ر"": 1, ""د"": 1, ""ه"": 1}"
اداره,اداره,5,"{""ا"": 2, ""د"": 1, ""ر"": 1, ""ه"": 1}"
ارابه,ارابه,5,"{""ا"": 2, ""ر"": 1, ""ب"": 1, ""ه"": 1}"
فیل,فیل,3,"{""ف"": 1, ""ی"": 1, ""ل"": 1}"
قفل,قفل,3,"{""ق"": 1, ""ف"": 1, ""ل"": 1}"
فصل,فصل,3,"{""ف"": 1, ""ص"": 1, ""ل"": 1}"
قیف,قیف,3,"{""ق"": 1, ""ی"": 1, ""ف"": 1}"
